local_designation|rb_factor_catalogue|ps1_designation|sherlock_distancempc|dec_psf|sherlock_host_ra|psf_inst_mag_sig|cal_psf_mag|sherlockClassification|detection_list_id|sherlock_object_id|filter|rb_factor_image|sherlock_tables|followup_flag_date|sherlock_specz|tns_name|ra_psf|id|sherlock_host_dec|target|ref|diff|mjd_obs
11JYSEhpm|0.814299|||-17.610846602431618||0.128658|19.5292|ORPHAN|POSSIBLE||i|0.681467||2021-10-31|||20.549175747067668|1012211810173638900||1012211810173638900_59518.424_120969691_70_target|1012211810173638900_59518.424_120969691_70_ref|1012211810173638900_59518.424_120969691_70_diff|59518.4246809743
11JYSEhpi|0.479661|||-8.240684005884187||0.162748|21.293|ORPHAN|POSSIBLE||g|0.731949||2021-10-31|||35.190104792686995|1022045620081426500||1022045620081426500_59518.430_120970990_188_target|1022045620081426500_59518.430_120970990_188_ref|1022045620081426500_59518.430_120970990_188_diff|59518.4309011429
11JYSEhpj|0.133236|||-4.388357445026482|36.1002083|0.272918|21.5753|SN|POSSIBLE|VVDS020277957|g|0.562259|NED|2021-10-31|||36.100724834195105|1022424170042317900|-4.38797|1022424170042317900_59518.428_120970442_160_target|1022424170042317900_59518.428_120970442_160_ref|1022424170042317900_59518.428_120970442_160_diff|59518.428587772
11JYSEhpl|0.149051|||-8.502696350185616|35.81116803515531|0.212651|21.6472|SN|POSSIBLE|1237652900763599329|g|0.541623|SDSS|2021-10-31|||35.8110897139796|1022314650083009800|-8.502836543570648|1022314650083009800_59518.430_120970981_231_target|1022314650083009800_59518.430_120970981_231_ref|1022314650083009800_59518.430_120970981_231_diff|59518.4309011429
11JYSEhpk|0.047686|||-1.6115876409880214||0.185341|21.3878|ORPHAN|POSSIBLE||g|0.463382||2021-10-31|||39.855433686802705|1023925300013641500||1023925300013641500_59518.429_120970597_235_target|1023925300013641500_59518.429_120970597_235_ref|1023925300013641500_59518.429_120970597_235_diff|59518.4299878278
11JYSEhph|0.167705|||-3.4147498098511635|41.689074189590286|0.241031|21.5044|SN|POSSIBLE|1237673701818827063|g|0.495778|SDSS|2021-10-31|||41.68925240183031|1024645420032453000|-3.414095687471294|1024645420032453000_59518.430_120970670_127_target|1024645420032453000_59518.430_120970670_127_ref|1024645420032453000_59518.430_120970670_127_diff|59518.4304235774
11JYSEhom|0.13346|||-27.5563639573594|54.68326691|0.140918|20.6435|NT|POSSIBLE|MRSS418-012934|g|0.495438|NED/PS1|2021-10-31|||54.68308487930133|1033843930273322900|-27.556285632|1033843930273322900_59518.514_120978415_80_target|1033843930273322900_59518.514_120978415_80_ref|1033843930273322900_59518.514_120978415_80_diff|59518.5146513254
11JYSEhor|0.992621|||-25.983045324400305|58.473817636|0.0729385|19.6724|SN|POSSIBLE|76820584740271721|g|0.999997|PS1|2021-10-31|||58.474610344865624|1035353900255859100|-25.98211475|1035353900255859100_59518.513_120978233_77_target|1035353900255859100_59518.513_120978233_77_ref|1035353900255859100_59518.513_120978233_77_diff|59518.513263506
11JYSEhos|0.12526|||-26.948092869498065|53.14040238|0.176199|21.0307|SN|POSSIBLE|75660531403582558|g|0.625059|PS1|2021-10-31|||53.14036485931521|1033233680265653100|-26.948110978|1033233680265653100_59518.514_120978427_154_target|1033233680265653100_59518.514_120978427_154_ref|1033233680265653100_59518.514_120978427_154_diff|59518.5146513254
11JYSEhpc|0.77142|||-27.988586841177863|52.98575|0.139023|20.7669|SN|POSSIBLE|COMBO-1710058|g|0.925732|NED|2021-10-31|||52.98412603641907|1033156190275919100|-27.98839|1033156190275919100_59518.514_120978411_184_target|1033156190275919100_59518.514_120978411_184_ref|1033156190275919100_59518.514_120978411_184_diff|59518.5146513254
11JYSEhok|0.457583||494.329|-27.954063592856272|53.076625|0.217182|21.2326|SN|POSSIBLE|S-CANDELSJ033218.41-275705.7|g|0.605336|NED|2021-10-31|0.1069||53.078946781973606|1033218950275714700|-27.95156|1033218950275714700_59518.514_120978411_199_target|1033218950275714700_59518.514_120978411_199_ref|1033218950275714700_59518.514_120978411_199_diff|59518.5146513254
11JYSEhot|0.035147|||-24.88405516444467|63.024626322|0.15934|21.2293|SN|POSSIBLE|78140630246310460|g|0.801086|PS1|2021-10-31|||63.0242860087839|1041205840245302500|-24.883221722000002|1041205840245302500_59518.515_120978555_243_target|1041205840245302500_59518.515_120978555_243_ref|1041205840245302500_59518.515_120978555_243_diff|59518.5151180969
11JYSEhov|0.963062|||-25.130792190330375|65.03773312199999|0.131872|20.4741|SN|POSSIBLE|77840650378303266|g|0.830072|PS1|2021-10-31|||65.03777820185906|1042009060250751000|-25.130819208|1042009060250751000_59518.515_120978570_88_target|1042009060250751000_59518.515_120978570_88_ref|1042009060250751000_59518.515_120978570_88_diff|59518.5151180969
11JYSEhpf|0.0491813|||-26.320891890404283|57.724654442|0.167623|21.1228|SN|POSSIBLE|76410577246365205|g|0.509175|PS1|2021-10-31|||57.72430131538461|1035053840261915000|-26.32090845|1035053840261915000_59518.513_120978230_164_target|1035053840261915000_59518.513_120978230_164_ref|1035053840261915000_59518.513_120978230_164_diff|59518.513263506
11JYSEhoq|0.375234|||-24.46922778863538|64.295055536|0.112142|20.6605|SN|POSSIBLE|78630642950065935|g|0.499224|PS1|2021-10-31|||64.29410624433346|1041710580242809300|-24.470407064|1041710580242809300_59518.515_120978576_233_target|1041710580242809300_59518.515_120978576_233_ref|1041710580242809300_59518.515_120978576_233_diff|59518.5151180969
11JYSEhow|0.114534|||-24.460124697234377||0.172149|21.217|ORPHAN|POSSIBLE||g|0.528104||2021-10-31|||64.29362820107791|1041710470242736500||1041710470242736500_59518.515_120978576_264_target|1041710470242736500_59518.515_120978576_264_ref|1041710470242736500_59518.515_120978576_264_diff|59518.5151180969
11JYSEhol|0.132159|||-22.180748284279908|68.39382372|0.162923|20.986|SN|POSSIBLE|81380683938833017|g|0.638146|PS1|2021-10-31|||68.39322426040016|1043334370221050700|-22.181041546|1043334370221050700_59518.515_120978632_204_target|1043334370221050700_59518.515_120978632_204_ref|1043334370221050700_59518.515_120978632_204_diff|59518.5155523087
11JYSEhou|0.312282|||-22.935105253782307||0.161922|20.9119|ORPHAN|POSSIBLE||g|0.479162||2021-10-31|||67.32540863371135|1042918090225606400||1042918090225606400_59518.515_120978624_195_target|1042918090225606400_59518.515_120978624_195_ref|1042918090225606400_59518.515_120978624_195_diff|59518.5155523087
11JYSEhqs|0.873622|||-12.578849551257996|62.13909648|0.145585|20.404|SN|POSSIBLE|92900621390826185|i|0.998605|PS1|2021-10-31|||62.13924059826059|1040833410123443700|-12.578706852|1040833410123443700_59518.560_120981305_94_target|1040833410123443700_59518.560_120981305_94_ref|1040833410123443700_59518.560_120981305_94_diff|59518.5601046392
11JYSEhqy|0.274025|||-9.081863347145303||0.080194|20.2397|ORPHAN|POSSIBLE||i|0.512744||2021-10-31|||62.690315018827874|1041045670090454800||1041045670090454800_59518.560_120981431_242_target|1041045670090454800_59518.560_120981431_242_ref|1041045670090454800_59518.560_120981431_242_diff|59518.5605382132
11JYSEhqx|0.557558|||-10.84009809909698|60.098798924|0.125594|20.6976|SN|POSSIBLE|1237667247024571016|i|0.712433|SDSS/PS1|2021-10-31|||60.09741625552982|1040023370105024300|-10.840411356|1040023370105024300_59518.559_120981282_362_target|1040023370105024300_59518.559_120981282_362_ref|1040023370105024300_59518.559_120981282_362_diff|59518.5592338183
11JYSEhqu|0.395827|||-11.983983636315976||0.0965099|20.5692|ORPHAN|POSSIBLE||i|0.919443||2021-10-31|||62.63049758312991|1041031320115902400||1041031320115902400_59518.560_120981316_441_target|1041031320115902400_59518.560_120981316_441_ref|1041031320115902400_59518.560_120981316_441_diff|59518.5601046392
11JYSEhqv|0.947839|||-10.79157129840868|63.235137732|0.0484755|19.5088|SN|POSSIBLE|95050632351380033|i|0.99807|PS1|2021-10-31|||63.234595540853675|1041256290104729600|-10.79197651|1041256290104729600_59518.560_120981348_144_target|1041256290104729600_59518.560_120981348_144_ref|1041256290104729600_59518.560_120981348_144_diff|59518.5601046392
11JYSEhqr|0.249412|||-10.713202343303584|66.43211228199999|0.112714|20.801|SN|POSSIBLE|95140664320763382|i|0.599307|PS1|2021-10-31|||66.43198083097289|1042543660104247600|-10.71417364|1042543660104247600_59518.560_120981484_443_target|1042543660104247600_59518.560_120981484_443_ref|1042543660104247600_59518.560_120981484_443_diff|59518.5609769277
11JYSEhqt|0.219306|||-9.972512460241191||0.14559|20.6709|ORPHAN|POSSIBLE||i|0.439718||2021-10-31|||63.24272932746696|1041258240095821000||1041258240095821000_59518.560_120981355_97_target|1041258240095821000_59518.560_120981355_97_ref|1041258240095821000_59518.560_120981355_97_diff|59518.5601046392
11JYSEhqw|0.18183|||-9.994407731824339|63.083742248|0.148593|20.8076|SN|POSSIBLE|96000630837759129|i|0.827806|PS1|2021-10-31|||63.08676962127627|1041220810095939700|-9.992649026|1041220810095939700_59518.560_120981355_102_target|1041220810095939700_59518.560_120981355_102_ref|1041220810095939700_59518.560_120981355_102_diff|59518.5601046392
11JYSEhra|0.833045|||-7.503009587846014|68.86771000321137|0.0679346|20.3019|SN|POSSIBLE|1237674284850086682|i|0.997496|SDSS/PS1|2021-10-31|||68.86764818892684|1043528230073010800|-7.503229090954956|1043528230073010800_59518.561_120981556_139_target|1043528230073010800_59518.561_120981556_139_ref|1043528230073010800_59518.561_120981556_139_diff|59518.5614129651
11JYSEhqz|0.0908558|||-7.706930177066656|67.32512223|0.161396|21.1375|SN|POSSIBLE|98750673250973333|i|0.449663|PS1|2021-10-31|||67.32513538618468|1042918030074225100|-7.705793574|1042918030074225100_59518.561_120981554_470_target|1042918030074225100_59518.561_120981554_470_ref|1042918030074225100_59518.561_120981554_470_diff|59518.5614129651
11JYSEhnu|0.24803|PS21lrf||13.109681177055046|320.367879494|0.102792|20.8287|SN|GOOD|123733203680062111|i|0.570649|PS1|2021-10-30||2021acns|320.36792634651505|1212128301130634900|13.109643452|1212128301130634900_59517.265_120903318_232_target|1212128301130634900_59517.265_120903318_232_ref|1212128301130634900_59517.265_120903318_232_diff|59519.28411
11JYSEhnt|0.173399|||24.198105858027056|356.997536664|0.229471|21.1558|SN|POSSIBLE|1237678540628099662|r|0.551071|SDSS/PS1|2021-10-30|||356.9975527671052|1234759431241153300|24.1981276|1234759431241153300_59517.268_120903441_155_target|1234759431241153300_59517.268_120903441_155_ref|1234759431241153300_59517.268_120903441_155_diff|59519.2701477813
11JYSEhnp|0.405175|||21.891153650311917|4.019091198|0.126903|20.8974|SN|POSSIBLE|1237679476935032906|g|0.477037|SDSS/PS1|2021-10-30|||4.018154429905136|1001604361215328100|21.890887232|1001604361215328100_59519.277_120997568_229_target|1001604361215328100_59519.277_120997568_229_ref|1001604361215328100_59519.277_120997568_229_diff|59519.2771780359
11JYSEhnx|0.354958|||9.684748430380022||0.209188|20.2494|ORPHAN|POSSIBLE||g|0.422612||2021-10-30|||321.46330148468144|1212551191094105000||1212551191094105000_59517.264_120903199_371_target|1212551191094105000_59517.264_120903199_371_ref|1212551191094105000_59517.264_120903199_371_diff|59517.2648334671
11JYSEhnv|0.88446|||8.25641279663292|321.964530346|0.220866|20.5541|SN|POSSIBLE|117903219645678796|g|0.994213|PS1|2021-10-30|||321.9634066783989|1212751201081523000|8.25687583|1212751201081523000_59517.264_120903211_263_target|1212751201081523000_59517.264_120903211_263_ref|1212751201081523000_59517.264_120903211_263_diff|59517.2648334671
11JYSEhns|0.410814|||10.923722317469387|318.563274178|0.307062|20.8283|SN|POSSIBLE|121113185632500728|g|0.507609|PS1|2021-10-30|||318.5642526500306|1211415431105525300|10.92523271|1211415431105525300_59517.263_120903077_164_target|1211415431105525300_59517.263_120903077_164_ref|1211415431105525300_59517.263_120903077_164_diff|59517.2639097655
11JYSEhnw|0.455272|||13.966986955859792|324.427696092|0.264559|20.6563|SN|POSSIBLE|124763244278110124|g|0.43709|PS1|2021-10-30|||324.42758123083433|1213742611135801100|13.96639514|1213742611135801100_59517.266_120903388_340_target|1213742611135801100_59517.266_120903388_340_ref|1213742611135801100_59517.266_120903388_340_diff|59517.2662067945
11JYSEhnr|0.49093|||17.176331869105837|3.236860383735575|0.146086|20.3162|SN|POSSIBLE|1237679456000213476|g|0.733953|SDSS/PS1|2021-10-30|||3.2372834419756518|1001256941171034700|17.175467905156147|1001256941171034700_59517.278_120908286_160_target|1001256941171034700_59517.278_120908286_160_ref|1001256941171034700_59517.278_120908286_160_diff|59517.2783898585
11JYSEhnq|0.929169|||17.223045815275178|6.559941532201947|0.14256|20.069|SN|POSSIBLE|1237679456001589680|g|0.999631|SDSS/PS1|2021-10-30|||6.560994957957125|1002614641171322900|17.222234222308764|1002614641171322900_59517.279_120909238_81_target|1002614641171322900_59517.279_120909238_81_ref|1002614641171322900_59517.279_120909238_81_diff|59517.2793022658
11JYSEhof|0.801714|||38.569655120995414|37.362732696|0.168346|20.4776|SN|POSSIBLE|154280373627013396|g|0.995936|PS1|2021-10-30|||37.36110948883723|1022926661383410900|38.569002306|1022926661383410900_59517.517_120930447_436_target|1022926661383410900_59517.517_120930447_436_ref|1022926661383410900_59517.517_120930447_436_diff|59517.5178645131
11JYSEhoj|0.670239|||39.82205619781284|45.80146216099246|0.146937|20.7022|SN|POSSIBLE|1237670962167546589|g|0.977483|SDSS/PS1|2021-10-30|||45.80145482436668|1030312341394919300|39.822125960796|1030312341394919300_59517.517_120930390_658_target|1030312341394919300_59517.517_120930390_658_ref|1030312341394919300_59517.517_120930390_658_diff|59517.5173724432
11JYSEhoe|0.366764|||40.38458997070221|47.22910403|0.166376|20.6796|SN|POSSIBLE|156460472290903379|g|0.855775|PS1|2021-10-30|||47.23027118147422|1030855261402304600|40.385633928|1030855261402304600_59517.517_120930411_518_target|1030855261402304600_59517.517_120930411_518_ref|1030855261402304600_59517.517_120930411_518_diff|59517.5173724432
11JYSEhoh|0.497551|||40.36727917244688|47.256313|0.202306|20.9355|SN|POSSIBLE|03090151+4021567|g|0.623533|2MASS|2021-10-30|||47.262185267179554|1030902921402202200|40.365757|1030902921402202200_59517.517_120930403_683_target|1030902921402202200_59517.517_120930403_683_ref|1030902921402202200_59517.517_120930403_683_diff|59517.5173724432
11JYSEhoi|0.784153|||41.65818181254467|39.2227917|0.19684|20.7594|SN|POSSIBLE|GALEXASCJ023653.47+413921.8|g|0.59278|NED|2021-10-30|||39.22211917279745|1023653301413929500|41.65606|1023653301413929500_59517.518_120930514_759_target|1023653301413929500_59517.518_120930514_759_ref|1023653301413929500_59517.518_120930514_759_diff|59517.5183210443
11JYSEhog|0.599012|||42.05720868647591|50.95152657804556|0.249369|20.5527|SN|POSSIBLE|1237661060648209380|g|0.997952|SDSS|2021-10-30|||50.951214500052515|1032348281420326000|42.05574267074678|1032348281420326000_59517.519_120930969_454_target|1032348281420326000_59517.519_120930969_454_ref|1032348281420326000_59517.519_120930969_454_diff|59517.5192709672
11JYSEhno|0.968288|PS21loo||-1.971128247899266|310.692657|0.0473295|19.0284|SN|GOOD|20424623-0158213|g|0.978488|2MASS/PS1|2021-10-29||2021acjv|310.6904417622678|1204245710015816100|-1.972602|1204245710015816100_59516.211_120857146_113_target|1204245710015816100_59516.211_120857146_113_ref|1204245710015816100_59516.211_120857146_113_diff|59518.2113487375
11JYSEhnz|0.355994|||-3.7993989927041834|312.09888607|0.224263|21.0207|SN|POSSIBLE|103443120988440139|i|0.528951|PS1|2021-10-29|||312.09807227985544|1204823520034757800|-3.80026333|1204823520034757800_59516.208_120856786_1182_target|1204823520034757800_59516.208_120856786_1182_ref|1204823520034757800_59516.208_120856786_1182_diff|59516.2085308527
11JYSEhob|0.0567255|||-3.848436152339038|315.165583|0.228757|20.7799|SN|POSSIBLE|WISEAJ210039.74-035057.7|i|0.572327|NED|2021-10-29|||315.16620419242594|1210039890035054200|-3.84939|1210039890035054200_59516.209_120856906_712_target|1210039890035054200_59516.209_120856906_712_ref|1210039890035054200_59516.209_120856906_712_diff|59516.2094147204
11JYSEhoa|0.0544991|||-0.3178164261252606|311.6659895116086|0.215605|20.844|SN|POSSIBLE|1237656568111696716|g|0.683243|SDSS/PS1|2021-10-29|||311.66681690683333|1204640030001903900|-0.31892837341881614|1204640030001903900_59516.211_120857169_603_target|1204640030001903900_59516.211_120857169_603_ref|1204640030001903900_59516.211_120857169_603_diff|59516.2116597598
11JYSEhod|0.189749|||-3.7427006256386486|315.36943579447745|0.244863|20.6277|SN|POSSIBLE|1237679077495866921|i|0.453686|SDSS|2021-10-29|||315.3697865053473|1210128740034433600|-3.7420382829955576|1210128740034433600_59516.209_120856905_486_target|1210128740034433600_59516.209_120856905_486_ref|1210128740034433600_59516.209_120856905_486_diff|59516.2094147204
11JYSEhoc|0.668754|||-0.6348571277895719|311.00097587199997|0.237885|20.2052|SN|POSSIBLE|107233110009458764|g|0.810091|PS1|2021-10-29|||311.00233503130846|1204400560003805300|-0.634726586|1204400560003805300_59516.211_120857165_304_target|1204400560003805300_59516.211_120857165_304_ref|1204400560003805300_59516.211_120857165_304_diff|59516.2116597598
11JYSEhny|0.0598214|||-3.99678915331765|36.002284452|0.279245|20.27|SN|POSSIBLE|1237679254672179490|i|0.995613|SDSS/PS1|2021-10-29|||36.00306811045888|1022400730035948400|-3.997434748|1022400730035948400_59516.456_120881230_137_target|1022400730035948400_59516.456_120881230_137_ref|1022400730035948400_59516.456_120881230_137_diff|59516.4564434877
11JYSEhnl|0.897442|PS21lna||9.619808803550823|318.99774969|0.0440653|19.8459|SN|GOOD|1237678877782181408|i|0.997943|SDSS/PS1|2021-10-28||2021acij|318.997697664144|1211559421093711500|9.619810222|1211559421093711500_59515.276_120814593_635_target|1211559421093711500_59515.276_120814593_635_ref|1211559421093711500_59515.276_120814593_635_diff|59519.2827803004
